10000, 2.010000
11000, 1.990000
12000, 2.210000
13000, 2.400000
14000, 2.650000
15000, 2.890000
16000, 3.070000
17000, 3.290000
18000, 3.500000
19000, 3.740000
20000, 3.920000
21000, 4.170000
22000, 4.450000
23000, 4.620000
24000, 4.870000
25000, 5.120000
26000, 5.370000
27000, 5.610000
28000, 5.800000
29000, 6.040000
30000, 6.300000
31000, 6.550000
32000, 6.800000
33000, 7.030000
34000, 7.280000
35000, 7.570000
36000, 7.750000
37000, 8.100000
38000, 8.420000
39000, 8.640000
40000, 8.900000
41000, 9.310000
42000, 9.510000
43000, 9.760000
44000, 10.040000
45000, 10.410000
46000, 10.700000
47000, 10.930000
48000, 11.280000
49000, 11.550000
50000, 11.800000
51000, 12.150000
52000, 12.410000
53000, 12.600000
54000, 12.930000
55000, 13.290000
56000, 13.580000
57000, 13.940000
58000, 14.160000
59000, 14.610000
